Species	Protein ID	Family	Genome/EST	Category
Oryza sativa subsp. japonica	LOC_Os05g03550.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g04210.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g04820.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g28320.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g35500.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g37060.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g37730.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g38460.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g41166.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g46610.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g48010.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g49310.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g02250.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g06740.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g10350.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g11780.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g14670.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g40330.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g43090.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g46560.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g04700.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g04700.2	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g04700.3	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g04700.5	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g04700.6	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g12130.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g14110.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g31470.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g37210.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g43420.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g43580.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g44090.3	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g48870.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g05520.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g15020.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g33150.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g33660.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g33800.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g33940.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g34960.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g37970.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g43550.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g01960.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g23620.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g24800.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g26170.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g36250.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g36730.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g33810.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g35660.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g03440.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g07890.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g10130.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g35390.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g45740.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g47460.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g03150.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g07610.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g07640.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g13570.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g33070.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g37690.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g37970.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g38400.2	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g06320.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g07430.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09280.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09640.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09760.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g11200.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g12700.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g34060.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g40670.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g40670.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g41900.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g41900.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g43180.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g43230.3	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g44370.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g44390.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g44390.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g47370.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g51154.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g51154.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g51154.3	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g74410.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g10060.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g17190.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g30700.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g34630.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g34630.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g42850.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45670.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g46030.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g47744.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g47744.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g47744.3	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g47744.4	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g57270.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g57270.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g13790.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g13790.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g19630.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g25304.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g31230.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g31230.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g43800.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g43800.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g51220.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g53960.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g53960.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g56234.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g56234.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g62100.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g62379.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g63890.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g01970.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g27410.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g30890.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g40420.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g49450.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g58020.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g02420.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g07010.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g07010.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g10690.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g37050.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g46330.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g50340.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g50350.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g51160.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g51160.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g01670.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g07640.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g07650.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g08290.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g14010.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g14700.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g14710.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g19980.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g45840.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g45840.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g51260.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g25370.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g26150.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g30130.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g30130.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g30130.3	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g30130.4	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g44090.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g44090.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g49530.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g04840.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g05510.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g05510.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g06110.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g06110.3	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g06110.4	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g06110.5	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g06240.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g39980.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g31454.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g20990.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g30690.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g41200.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g41200.3	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g41260.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g08080.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g08080.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g47460.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g47460.3	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g47460.4	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g07730.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g33950.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g37970.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g37970.3	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g41920.1	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g41920.2	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g41920.3	MYB-related	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g01430.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g01470.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09550.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09550.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g15640.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g29840.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g48130.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g48130.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g48446.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g59640.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g60020.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g64310.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g64310.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66120.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66120.3	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66490.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g70110.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g06950.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g12310.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g15340.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g34970.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g36880.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g36880.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g36880.3	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g36880.4	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g38130.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g41450.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g42970.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g56600.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g57650.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g01870.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g02800.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g03540.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g04070.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g12120.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g21030.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g21060.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g39050.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g39100.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42630.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g56580.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g59730.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g60080.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g61249.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g61319.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g62470.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g35660.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g38720.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g43560.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g52810.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g59470.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g10620.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g10620.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g10620.3	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g25960.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g34310.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g34600.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g34830.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g34830.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g34830.3	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g35170.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g35170.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g35170.3	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g35170.4	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g35170.5	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g37080.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g43960.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g48850.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g01230.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g01230.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g01480.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g04090.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g15690.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g23650.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g33940.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g36480.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g46270.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g51070.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g04560.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g09740.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g09830.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g09860.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g12340.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g13920.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g17180.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g27330.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g27340.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g37920.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g48450.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g48550.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g01330.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g02160.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g02300.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g06140.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g06140.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g06140.3	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g10080.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g23880.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g33670.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g33910.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g40030.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g42400.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g42400.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g42400.3	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g44820.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g44820.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g44820.3	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g12380.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g24560.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g32040.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g32260.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g32260.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g33490.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g38000.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g38010.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g38010.2	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g09820.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g21560.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g25620.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g25640.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g26240.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g26270.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g27360.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g27390.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g33760.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g38834.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g42130.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g03300.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g03310.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g03370.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g04960.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g05614.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g08210.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g31330.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g31340.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g31360.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g31380.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g03040.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g03050.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g05990.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g07790.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g22630.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g22940.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g23090.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g29330.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g41680.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g43530.1	NAC	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g12690.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g40970.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g43610.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g53160.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g54570.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g60810.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g64410.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g64430.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45620.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g03480.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g06350.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g10150.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g21870.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g33870.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g37510.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g48830.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g58820.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g12808.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g25910.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g36970.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g36990.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g39950.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g44090.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g48150.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g01190.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g29610.1	OFP	Genome	TF
